file,sheet,reporting_period,scope,column_index,group,raw_field,normalized_field,non_missing,missing_pct,type_counts,sample_value
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,30,Annual monitoring results,CO₂ emissions from all voyages between ports under a MS jurisdiction [m tonnes],annual_monitoring_results__co2_emissions_from_all_voyages_between_ports_under_a_ms_jurisdiction,1026,0.0000,"{""float"": 1026}",1921.25641
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,31,Annual monitoring results,CO₂ emissions from all voyages which departed from ports under a MS jurisdiction [m tonnes],annual_monitoring_results__co2_emissions_from_all_voyages_which_departed_from_ports_under_a_ms_jurisdiction,1026,0.0000,"{""float"": 1026}",0.0
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,32,Annual monitoring results,CO₂ emissions from all voyages to ports under a MS jurisdiction [m tonnes],annual_monitoring_results__co2_emissions_from_all_voyages_to_ports_under_a_ms_jurisdiction,1026,0.0000,"{""float"": 1026}",0.0
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,33,Annual monitoring results,CO₂ emissions which occurred within ports under a MS jurisdiction at berth [m tonnes],annual_monitoring_results__co2_emissions_which_occurred_within_ports_under_a_ms_jurisdiction_at_berth,1026,0.0000,"{""float"": 1026}",2898.73696
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,34,Annual monitoring results,CO₂ emissions which occurred within ports under a MS jurisdiction [m tonnes],annual_monitoring_results__co2_emissions_which_occurred_within_ports_under_a_ms_jurisdiction,963,0.0614,"{""float"": 963}",2898.73696
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,35,Annual monitoring results,CO₂ emissions assigned to On laden [m tonnes],annual_monitoring_results__co2_emissions_assigned_to_on_laden,1026,0.0000,"{""float"": 144, ""str"": 882}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,36,Annual monitoring results,CO₂ emissions assigned to Passenger transport [m tonnes],annual_monitoring_results__co2_emissions_assigned_to_passenger_transport,1026,0.0000,"{""float"": 25, ""str"": 1001}",37.7763
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,37,Annual monitoring results,CO₂ emissions assigned to Freight transport [m tonnes],annual_monitoring_results__co2_emissions_assigned_to_freight_transport,1026,0.0000,"{""float"": 24, ""str"": 1002}",4782.21707
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,38,Annual monitoring results,CO2 emissions to be reported under Directive 2003/87/EC [m tonnes],annual_monitoring_results__co2_emissions_to_be_reported_under_directive_2003_87_ec,1026,0.0000,"{""float"": 1026}",0.0
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,39,Annual monitoring results,Total CH₄ emissions [m tonnes],annual_monitoring_results__total_ch4_emissions,1026,0.0000,"{""float"": 1026}",0.07516
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,40,Annual monitoring results,CH₄ emissions from all voyages between ports under a MS jurisdiction [m tonnes],annual_monitoring_results__ch4_emissions_from_all_voyages_between_ports_under_a_ms_jurisdiction,1026,0.0000,"{""float"": 1026}",0.02996
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,41,Annual monitoring results,CH₄ emissions from all voyages which departed from ports under a MS jurisdiction [m tonnes],annual_monitoring_results__ch4_emissions_from_all_voyages_which_departed_from_ports_under_a_ms_jurisdiction,1026,0.0000,"{""float"": 1026}",0.0
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,42,Annual monitoring results,CH₄ emissions from all voyages to ports under a MS jurisdiction [m tonnes],annual_monitoring_results__ch4_emissions_from_all_voyages_to_ports_under_a_ms_jurisdiction,1026,0.0000,"{""float"": 1026}",0.0
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,43,Annual monitoring results,CH₄ emissions which occurred within ports under a MS jurisdiction at berth [m tonnes],annual_monitoring_results__ch4_emissions_which_occurred_within_ports_under_a_ms_jurisdiction_at_berth,1026,0.0000,"{""float"": 1026}",0.0452
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,44,Annual monitoring results,CH₄ emissions which occurred within ports under a MS jurisdiction [m tonnes],annual_monitoring_results__ch4_emissions_which_occurred_within_ports_under_a_ms_jurisdiction,963,0.0614,"{""float"": 963}",0.0452
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,45,Annual monitoring results,CH₄ emissions assigned to On laden [m tonnes],annual_monitoring_results__ch4_emissions_assigned_to_on_laden,1026,0.0000,"{""float"": 144, ""str"": 882}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,46,Annual monitoring results,CH₄ emissions assigned to Passenger transport [m tonnes],annual_monitoring_results__ch4_emissions_assigned_to_passenger_transport,1026,0.0000,"{""float"": 25, ""str"": 1001}",0.00058
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,47,Annual monitoring results,CH₄ emissions assigned to Freight transport [m tonnes],annual_monitoring_results__ch4_emissions_assigned_to_freight_transport,1026,0.0000,"{""float"": 24, ""str"": 1002}",0.07458
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,48,Annual monitoring results,CH₄ emissions to be reported under Directive 2003/87/EC [m tonnes],annual_monitoring_results__ch4_emissions_to_be_reported_under_directive_2003_87_ec,1026,0.0000,"{""float"": 1026}",0.0
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,49,Annual monitoring results,Total N₂O emissions [m tonnes],annual_monitoring_results__total_n2o_emissions,1026,0.0000,"{""float"": 1026}",0.27062
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,50,Annual monitoring results,N₂O emissions from all voyages between ports under a MS jurisdiction [m tonnes],annual_monitoring_results__n2o_emissions_from_all_voyages_between_ports_under_a_ms_jurisdiction,1026,0.0000,"{""float"": 1026}",0.10787
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,51,Annual monitoring results,N₂O emissions from all voyages which departed from ports under a MS jurisdiction [m tonnes],annual_monitoring_results__n2o_emissions_from_all_voyages_which_departed_from_ports_under_a_ms_jurisdiction,1026,0.0000,"{""float"": 1026}",0.0
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,52,Annual monitoring results,N₂O emissions from all voyages to ports under a MS jurisdiction [m tonnes],annual_monitoring_results__n2o_emissions_from_all_voyages_to_ports_under_a_ms_jurisdiction,1026,0.0000,"{""float"": 1026}",0.0
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,53,Annual monitoring results,N₂O emissions which occurred within ports under a MS jurisdiction at berth [m tonnes],annual_monitoring_results__n2o_emissions_which_occurred_within_ports_under_a_ms_jurisdiction_at_berth,1026,0.0000,"{""float"": 1026}",0.16275
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,54,Annual monitoring results,N₂O emissions which occurred within ports under a MS jurisdiction [m tonnes],annual_monitoring_results__n2o_emissions_which_occurred_within_ports_under_a_ms_jurisdiction,963,0.0614,"{""float"": 963}",0.16275
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,55,Annual monitoring results,N₂O emissions assigned to On laden [m tonnes],annual_monitoring_results__n2o_emissions_assigned_to_on_laden,1026,0.0000,"{""str"": 1026}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,56,Annual monitoring results,N₂O emissions assigned to Passenger transport [m tonnes],annual_monitoring_results__n2o_emissions_assigned_to_passenger_transport,1026,0.0000,"{""str"": 1026}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,57,Annual monitoring results,N₂O emissions assigned to Freight transport [m tonnes],annual_monitoring_results__n2o_emissions_assigned_to_freight_transport,1026,0.0000,"{""str"": 1026}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,58,Annual monitoring results,N₂O emissions to be reported under Directive 2003/87/EC [m tonnes],annual_monitoring_results__n2o_emissions_to_be_reported_under_directive_2003_87_ec,1026,0.0000,"{""float"": 1026}",0.0
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,59,Annual monitoring results,Total CO₂eq emissions [m tonnes],annual_monitoring_results__total_co2eq_emissions,1026,0.0000,"{""float"": 1026}",4893.81215
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,60,Annual monitoring results,CO₂eq emissions from all voyages between ports under a MS jurisdiction [m tonnes],annual_monitoring_results__co2eq_emissions_from_all_voyages_between_ports_under_a_ms_jurisdiction,1026,0.0000,"{""float"": 1026}",1950.68084
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,61,Annual monitoring results,CO₂eq emissions from all voyages which departed from ports under a MS jurisdiction [m tonnes],annual_monitoring_results__co2eq_emissions_from_all_voyages_which_departed_from_ports_under_a_ms_jurisdiction,1026,0.0000,"{""float"": 1026}",0.0
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,62,Annual monitoring results,CO₂eq emissions from all voyages to ports under a MS jurisdiction [m tonnes],annual_monitoring_results__co2eq_emissions_from_all_voyages_to_ports_under_a_ms_jurisdiction,1026,0.0000,"{""float"": 1026}",0.0
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,63,Annual monitoring results,CO₂eq emissions which occurred within ports under a MS jurisdiction at berth [m tonnes],annual_monitoring_results__co2eq_emissions_which_occurred_within_ports_under_a_ms_jurisdiction_at_berth,1026,0.0000,"{""float"": 1026}",2943.13131
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,64,Annual monitoring results,CO₂eq emissions which occurred within ports under a MS jurisdiction [m tonnes],annual_monitoring_results__co2eq_emissions_which_occurred_within_ports_under_a_ms_jurisdiction,963,0.0614,"{""float"": 963}",2943.13131
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,65,Annual monitoring results,CO₂eq emissions assigned to On laden [m tonnes],annual_monitoring_results__co2eq_emissions_assigned_to_on_laden,1026,0.0000,"{""float"": 144, ""str"": 882}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,66,Annual monitoring results,CO₂eq emissions assigned to Passenger transport [m tonnes],annual_monitoring_results__co2eq_emissions_assigned_to_passenger_transport,1026,0.0000,"{""float"": 25, ""str"": 1001}",38.35699
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,67,Annual monitoring results,CO₂eq emissions assigned to Freight transport [m tonnes],annual_monitoring_results__co2eq_emissions_assigned_to_freight_transport,1026,0.0000,"{""float"": 24, ""str"": 1002}",4855.45516
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,68,Annual monitoring results,CO₂eq emissions to be reported under Directive 2003/87/EC [m tonnes],annual_monitoring_results__co2eq_emissions_to_be_reported_under_directive_2003_87_ec,1026,0.0000,"{""float"": 1026}",0.0
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,69,Annual monitoring results,"CO₂eq emissions benefitting from a derogation in accordance with Part C, point 1.2, of Annex II to Regulation (EU) 2015/757 (voluntary) [m tonnes]",annual_monitoring_results__co2eq_emissions_benefitting_from_a_derogation_in_accordance_with_part_c_point_1_2_of_annex_ii_to_regulation_eu_2015_757_voluntary,1026,0.0000,"{""str"": 1026}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,70,Annual monitoring results,Distance through ice [n miles],annual_monitoring_results__distance_through_ice,944,0.0799,"{""float"": 94, ""str"": 850}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,71,Annual monitoring results,Time spent at sea [hours],annual_monitoring_results__time_spent_at_sea,1026,0.0000,"{""float"": 1026}",1405.0
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,72,Annual monitoring results,Time spent at sea through ice [hours],annual_monitoring_results__time_spent_at_sea_through_ice,944,0.0799,"{""float"": 94, ""str"": 850}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,73,Annual monitoring results,Fuel consumption per distance [kg / n mile],annual_monitoring_results__fuel_consumption_per_distance,1026,0.0000,"{""float"": 934, ""str"": 92}",82.37
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,74,Annual monitoring results,Fuel consumption per distance on laden voyages [kg / n mile],annual_monitoring_results__fuel_consumption_per_distance_on_laden_voyages,144,0.8596,"{""float"": 126, ""str"": 18}",66.36
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,75,Annual monitoring results,Fuel consumption per transport work (mass) [g / m tonnes · n miles],annual_monitoring_results__fuel_consumption_per_transport_work_mass,908,0.1150,"{""float"": 741, ""str"": 167}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,76,Annual monitoring results,Fuel consumption per transport work (mass) on laden voyages [g / m tonnes · n miles],annual_monitoring_results__fuel_consumption_per_transport_work_mass_on_laden_voyages,57,0.9444,"{""str"": 57}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,77,Annual monitoring results,Fuel consumption per transport work (volume) [g / m³ · n miles],annual_monitoring_results__fuel_consumption_per_transport_work_volume,1022,0.0039,"{""float"": 15, ""str"": 1007}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,78,Annual monitoring results,Fuel consumption per transport work (volume) on laden voyages [g / m³ · n miles],annual_monitoring_results__fuel_consumption_per_transport_work_volume_on_laden_voyages,1004,0.0214,"{""str"": 1004}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,79,Annual monitoring results,Fuel consumption per transport work (dwt) [g / dwt carried · n miles],annual_monitoring_results__fuel_consumption_per_transport_work_dwt,988,0.0370,"{""float"": 60, ""str"": 928}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,80,Annual monitoring results,Fuel consumption per transport work (dwt) on laden voyages [g / dwt carried · n miles],annual_monitoring_results__fuel_consumption_per_transport_work_dwt_on_laden_voyages,901,0.1218,"{""str"": 901}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,81,Annual monitoring results,Fuel consumption per transport work (pax) [g / pax · n miles],annual_monitoring_results__fuel_consumption_per_transport_work_pax,1026,0.0000,"{""float"": 28, ""str"": 998}",13.98
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,82,Annual monitoring results,Fuel consumption per transport work (pax) on laden voyages [g / pax · n miles],annual_monitoring_results__fuel_consumption_per_transport_work_pax_on_laden_voyages,991,0.0341,"{""str"": 991}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,83,Annual monitoring results,Fuel consumption per transport work (freight) [g / m tonnes · n miles],annual_monitoring_results__fuel_consumption_per_transport_work_freight,1026,0.0000,"{""float"": 25, ""str"": 1001}",186.45
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,84,Annual monitoring results,Fuel consumption per transport work (freight) on laden voyages [g / m tonnes · n miles],annual_monitoring_results__fuel_consumption_per_transport_work_freight_on_laden_voyages,998,0.0273,"{""str"": 998}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,85,Annual monitoring results,Fuel consumption per time spent at sea [m tonnes / hour],annual_monitoring_results__fuel_consumption_per_time_spent_at_sea,1026,0.0000,"{""str"": 1026}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,86,Annual monitoring results,CO₂ emissions per distance [kg CO₂ / n mile],annual_monitoring_results__co2_emissions_per_distance,1026,0.0000,"{""float"": 934, ""str"": 92}",264.08
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,87,Annual monitoring results,CO₂ emissions per distance on laden voyages [kg CO₂ / n mile],annual_monitoring_results__co2_emissions_per_distance_on_laden_voyages,1026,0.0000,"{""float"": 126, ""str"": 900}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,88,Annual monitoring results,CO₂ emissions per transport work (mass) [g CO₂ / m tonnes · n miles],annual_monitoring_results__co2_emissions_per_transport_work_mass,1026,0.0000,"{""float"": 741, ""str"": 285}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,89,Annual monitoring results,CO₂ emissions per transport work (mass) on laden voyages [g CO₂ / m tonnes · n miles],annual_monitoring_results__co2_emissions_per_transport_work_mass_on_laden_voyages,1026,0.0000,"{""float"": 123, ""str"": 903}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,90,Annual monitoring results,CO₂ emissions per transport work (volume) [g CO₂ / m³ · n miles],annual_monitoring_results__co2_emissions_per_transport_work_volume,1026,0.0000,"{""float"": 15, ""str"": 1011}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,91,Annual monitoring results,CO₂ emissions per transport work (volume) on laden voyages [g CO₂ / m³ · n miles],annual_monitoring_results__co2_emissions_per_transport_work_volume_on_laden_voyages,1026,0.0000,"{""float"": 1, ""str"": 1025}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,92,Annual monitoring results,CO₂ emissions per transport work (dwt) [g CO₂ / dwt carried · n miles],annual_monitoring_results__co2_emissions_per_transport_work_dwt,1026,0.0000,"{""float"": 60, ""str"": 966}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,93,Annual monitoring results,CO₂ emissions per transport work (dwt) on laden voyages [g CO₂ / dwt carried · n miles],annual_monitoring_results__co2_emissions_per_transport_work_dwt_on_laden_voyages,1026,0.0000,"{""float"": 2, ""str"": 1024}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,94,Annual monitoring results,CO₂ emissions per transport work (pax) [g CO₂ / pax · n miles],annual_monitoring_results__co2_emissions_per_transport_work_pax,1026,0.0000,"{""float"": 28, ""str"": 998}",44.83
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,95,Annual monitoring results,CO₂ emissions per transport work (pax) on laden voyages [g CO₂ / pax · n miles],annual_monitoring_results__co2_emissions_per_transport_work_pax_on_laden_voyages,1026,0.0000,"{""str"": 1026}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,96,Annual monitoring results,CO₂ emissions per transport work (freight) [g CO₂ / m tonnes · n miles],annual_monitoring_results__co2_emissions_per_transport_work_freight,1026,0.0000,"{""float"": 25, ""str"": 1001}",597.75
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,97,Annual monitoring results,CO₂ emissions per transport work (freight) on laden voyages [g CO₂ / m tonnes · n miles],annual_monitoring_results__co2_emissions_per_transport_work_freight_on_laden_voyages,1026,0.0000,"{""str"": 1026}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,98,Annual monitoring results,CO₂ emissions per time spent at sea [m tonnes CO₂ / hour],annual_monitoring_results__co2_emissions_per_time_spent_at_sea,1026,0.0000,"{""str"": 1026}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,99,Annual monitoring results,CO₂eq emissions per distance [kg CO₂eq / n mile],annual_monitoring_results__co2eq_emissions_per_distance,1026,0.0000,"{""float"": 934, ""str"": 92}",268.12
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,100,Annual monitoring results,CO₂eq emissions per distance on laden voyages [kg CO₂eq / n mile],annual_monitoring_results__co2eq_emissions_per_distance_on_laden_voyages,1026,0.0000,"{""float"": 126, ""str"": 900}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,101,Annual monitoring results,CO₂eq emissions per transport work (mass) [g CO₂eq / m tonnes · n miles],annual_monitoring_results__co2eq_emissions_per_transport_work_mass,1026,0.0000,"{""float"": 741, ""str"": 285}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,102,Annual monitoring results,CO₂eq emissions per transport work (mass) on laden voyages [g CO₂eq / m tonnes · n miles],annual_monitoring_results__co2eq_emissions_per_transport_work_mass_on_laden_voyages,1026,0.0000,"{""float"": 123, ""str"": 903}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,103,Annual monitoring results,CO₂eq emissions per transport work (volume) [g CO₂eq / m³ · n miles],annual_monitoring_results__co2eq_emissions_per_transport_work_volume,1026,0.0000,"{""float"": 15, ""str"": 1011}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,104,Annual monitoring results,CO₂eq emissions per transport work (volume) on laden voyages [g CO₂eq / m³ · n miles],annual_monitoring_results__co2eq_emissions_per_transport_work_volume_on_laden_voyages,1026,0.0000,"{""float"": 1, ""str"": 1025}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,105,Annual monitoring results,CO₂eq emissions per transport work (dwt) [g CO₂eq / dwt carried · n miles],annual_monitoring_results__co2eq_emissions_per_transport_work_dwt,1026,0.0000,"{""float"": 60, ""str"": 966}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,106,Annual monitoring results,CO₂eq emissions per transport work (dwt) on laden voyages [g CO₂eq / dwt carried · n miles],annual_monitoring_results__co2eq_emissions_per_transport_work_dwt_on_laden_voyages,1026,0.0000,"{""float"": 2, ""str"": 1024}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,107,Annual monitoring results,CO₂eq emissions per transport work (pax) [g CO₂eq / pax · n miles],annual_monitoring_results__co2eq_emissions_per_transport_work_pax,1026,0.0000,"{""float"": 28, ""str"": 998}",45.52
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,108,Annual monitoring results,CO₂eq emissions per transport work (pax) on laden voyages [g CO₂eq / pax · n miles],annual_monitoring_results__co2eq_emissions_per_transport_work_pax_on_laden_voyages,1026,0.0000,"{""str"": 1026}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,109,Annual monitoring results,CO₂eq emissions per transport work (freight) [g CO₂eq / m tonnes · n miles],annual_monitoring_results__co2eq_emissions_per_transport_work_freight,1026,0.0000,"{""float"": 25, ""str"": 1001}",606.91
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,110,Annual monitoring results,CO₂eq emissions per transport work (freight) on laden voyages [g CO₂eq / m tonnes · n miles],annual_monitoring_results__co2eq_emissions_per_transport_work_freight_on_laden_voyages,1026,0.0000,"{""str"": 1026}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,111,Annual monitoring results,CO₂eq emissions per time spent at sea [m tonnes CO₂eq / m tonnes · n miles],annual_monitoring_results__co2eq_emissions_per_time_spent_at_sea,1026,0.0000,"{""str"": 1026}",N/A
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,112,Annual monitoring results,Additional information to facilitate the understanding of the reported average operational energy efficiency indicators,annual_monitoring_results__additional_information_to_facilitate_the_understanding_of_the_reported_average_operational_energy_efficiency_indicators,0,1.0000,{},
2024-v217-19052026-EU_MRV_Publication_of_information.xlsx,2024 Partial ERs,2024,partial_er,113,Annual monitoring results,Average density of the cargo transported [m tonnes / m³],annual_monitoring_results__average_density_of_the_cargo_transported,0,1.0000,{},
